code,final,baseline,logPOP,dPOP,0-19,20-39,40-59,60-79,80+,d1PHHS,d2PHHS,d3PHHS,d4PHHS,d5PHHS,d6+PHHS,dHHS,dCER,days_since_100+_cases
E07000093,-0.85024035,-1.7754705,-1.9639238,-1.6894588,-1.4034958,-0.9099732,-2.445701,-1.4238099,-2.523099,-0.60350144,-2.9742346,-1.885686,-2.2068408,-1.206037,-2.2632287,-0.8154448,-2.3030784,-1.3463933
E07000094,-1.0344297,-1.7754705,-1.9666843,-1.6922058,-0.88507104,-0.9770506,-2.8508263,-1.4318668,-2.608099,-0.6471692,-2.310127,-3.3163524,-2.0245252,-1.184509,-2.2093718,-0.96516603,-2.0380015,-1.4267348
E07000095,-0.32157493,-1.7754705,-2.0625486,-2.1073236,-0.66993386,-1.2917421,-2.8746378,-1.605842,-2.2263367,-0.63380045,-0.90425843,-0.06094648,-2.8861487,-1.1115487,-2.105646,-0.43705097,-1.2104049,-1.3307961
E07000096,-0.6571529,-1.7754705,-1.8819168,-1.7956446,-0.7239279,-1.2531393,-2.5930302,-1.6103251,-2.113663,-0.69264024,-1.7147969,-1.1821715,-2.3872168,-1.1717898,-2.2647307,-0.93037796,-2.2588367,-1.4103638
E07000098,-0.33043954,-1.7754705,-2.0351892,-1.886458,-0.4067954,-1.1399684,-2.7472599,-1.599428,-2.3817527,-0.6544688,-0.531252,-1.1199261,-2.727077,-1.055061,-1.9145631,-0.4366492,-2.3044958,-1.4599031
E07000099,-0.7756562,-1.7754705,-1.939364,-1.6941321,-1.0353323,-1.137229,-2.4086123,-1.5270638,-2.4140887,-0.70350045,-2.1132221,-1.0175669,-2.2384658,-1.1947575,-2.32248,-1.0779614,-2.121245,-1.2553289
E07000102,-0.5677384,-1.7754705,-2.077311,-1.8904202,-0.6522509,-1.0711712,-2.236809,-1.5835809,-2.3646688,-0.6548158,-0.9475516,-1.2753856,-2.8342025,-1.1074272,-2.0480173,-0.5253974,-2.1989605,-1.3463933
E07000103,-0.22622465,-1.7754705,-2.0629642,-2.5433013,-0.26383156,-1.6014026,-2.9989946,-2.2979999,-1.4133899,-0.7184107,-0.37147647,-1.4730246,-1.9223487,-1.0695479,-0.99024224,-0.62003326,-1.9690528,-1.4267348
E07000105,-0.7317851,-1.7754705,-1.9511818,-1.685726,-0.5168623,-1.0612283,-2.7281942,-1.4675491,-2.090866,-0.6133782,-2.100455,-1.0335106,-2.052096,-1.1271104,-1.8885199,-0.58564407,-2.0311112,-1.3463933
E07000106,-0.22194974,-1.7754705,-1.8571864,-1.7374698,-1.7195724,-1.630424,-4.4400206,-1.4538347,-2.4618356,-0.6939835,-1.9134496,-2.933471,-1.1320095,-1.1743587,-1.8448883,-1.1314534,-1.8138885,-1.3463933
E07000107,-0.47931772,-1.7754705,-2.0154579,-2.0137134,-0.30037323,-1.5169935,-2.9723194,-2.0496776,-1.5638981,-0.69367266,-1.3296741,-0.92469156,-2.3545625,-1.1490006,-2.0049372,-0.82337505,-2.1347532,-1.4267348
E07000108,0.10492864,-1.7754705,-1.990541,-1.6971622,-2.061624,-0.9365465,-2.9277718,-1.4933097,-2.5615392,-0.73538095,-2.8852658,-1.4433975,-0.6738465,-1.2178574,-1.6141186,-1.51122,-2.319113,-1.2553289
E07000109,-0.060427405,-1.7754705,-2.0272884,-1.8987905,-0.36877102,-1.2624038,-2.9494243,-1.6304379,-2.0771968,-0.6437466,-0.8057788,-1.0628543,-2.0326827,-1.0529836,-1.1131008,-0.29939663,-1.8982761,-1.3463933
E07000110,-0.48036617,-1.7754705,-1.8449618,-1.7107548,-0.88711107,-1.2136726,-2.8738904,-1.4849135,-2.2152472,-0.6253551,-2.4875486,-1.0755556,-2.0953476,-1.2033314,-2.1747098,-0.815984,-2.3127196,-1.3463933
E07000111,-1.0089083,-1.7754705,-1.9795563,-1.689408,-0.8122454,-0.8295568,-2.525822,-1.4267511,-2.5689957,-0.6493415,-2.0197003,-2.0264843,-2.6340554,-1.1590049,-2.2132657,-0.7529673,-2.1856158,-1.3307961
E07000112,-0.8381316,-1.7754705,-2.005458,-1.687983,-2.4196575,-0.9197395,-2.8855722,-1.5097041,-2.6599495,-0.7199452,-2.848323,-2.2583363,-0.52214295,-1.204049,-1.5903171,-1.6297661,-2.2935128,-1.2121707
E07000113,0.30889285,-1.7754705,-1.8966905,-1.7025394,-0.6911998,-1.1924144,-3.0660086,-1.443094,-1.875465,-0.6540438,-2.0810857,-0.5222698,-1.6287026,-1.1650971,-1.958121,-0.8486861,-2.3182278,-1.3307961
E07000114,0.4863778,-1.7754705,-1.9147404,-1.9814752,-1.2606493,-0.99021333,-3.456677,-1.4666901,-2.606169,-0.68355685,-2.5796375,-1.7893178,-0.6711991,-1.2157508,-1.811498,-1.7446737,-2.304928,-1.3463933
E07000115,-0.80356455,-1.7754713,-1.9474572,-1.7406802,-0.5315879,-0.99787,-2.3637185,-1.494491,-2.1449938,-0.5735479,-2.0210545,-1.1537826,-2.6573722,-1.1447567,-2.177139,-0.39582986,-2.2078931,-1.2850002
E07000116,-0.77200973,-1.7754713,-1.986924,-1.6943887,-0.66913366,-0.94708747,-2.1557195,-1.5134692,-2.4495716,-0.6913793,-1.8174424,-2.0064592,-1.722889,-1.1524154,-1.6562178,-0.92177796,-2.3211808,-1.1981549
E07000117,2.3997574,-1.7754705,-2.0950918,-1.8168557,-0.5131321,-1.2699463,-3.3405228,-1.4664172,-1.8963966,-0.72704935,-1.7764866,-0.24451292,-0.7603365,-1.2082316,-1.3152682,-1.4050884,-2.112891,-1.2700766
E07000118,0.8555612,-1.7754705,-1.9910338,-1.7498735,-1.6897322,-1.1448883,-2.388383,-1.4260635,-1.8212045,-0.6899386,-2.590118,-0.084913716,-1.6253915,-1.215821,-2.4035635,-1.2446275,-2.289352,-1.3307961
E07000119,0.5773146,-1.7754705,-2.1304927,-1.7230943,-3.1808066,-0.60904956,-2.6727726,-1.6725363,-2.5408223,-0.6147282,-3.6195676,-1.7686665,-0.6054076,-1.1993939,-2.620943,-2.0954313,-2.321625,-1.1981549
E07000120,1.6607677,-1.7754705,-2.1262174,-1.9080307,-0.47605544,-1.2789853,-3.2563643,-1.4895625,-1.8395181,-0.73536515,-1.8011833,-1.0823272,-0.9388195,-1.2000065,-1.073935,-1.182834,-1.9051143,-1.1309519
E07000121,0.6572745,-1.7754705,-1.908092,-1.6839943,-1.5133798,-1.4823067,-3.764073,-1.4517968,-2.3213296,-0.7353091,-2.3749418,-2.7377424,-0.85629636,-1.2169164,-2.1867044,-1.6373833,-1.7282512,-1.5278465
E07000122,2.5137246,-1.7754705,-2.0837193,-1.7398434,-0.42635092,-1.2694653,-3.4387999,-1.4659674,-1.8851489,-0.73490614,-1.5537302,-2.6108067,-0.66594994,-1.1742419,-0.0593701,-0.94773847,-1.8404961,-1.1981549
E07000123,2.0147324,-1.7754705,-1.9147432,-1.8768623,-0.48122865,-1.7055401,-3.7134955,-1.9258143,-1.5115975,-0.73163295,-0.5750344,-2.5578916,-1.1115354,-1.1416795,-1.1981273,-1.192635,-2.091229,-1.3621509
E07000124,0.46372187,-1.7754705,-2.2112873,-1.745186,-1.987583,-0.6148206,-2.1267724,-1.4911906,-2.6412067,-0.7026157,-2.6060917,-1.6846949,-1.989309,-1.2135361,-2.3837264,-1.192635,-2.3215773,-1.0117099
E07000125,1.2133713,-1.7754705,-2.1671007,-1.7321731,-0.975684,-1.1205076,-2.414843,-1.4512469,-1.7148257,-0.73203105,-2.2060056,-0.46332908,-1.1728827,-1.1942598,-1.9032573,-1.2950866,-2.1157095,-1.1440016
E07000126,0.32806727,-1.7754705,-2.0125859,-1.8708346,-1.6340499,-1.0602037,-2.6460986,-1.4245317,-2.2891684,-0.6681645,-2.7879183,0.74784267,-1.7337772,-1.2173561,-2.426073,-1.1228782,-1.8999861,-1.2700766
E07000127,-0.25432938,-1.7754705,-2.0007498,-1.6897522,-1.5500447,-1.1039554,-3.1257775,-1.4302139,-2.4722276,-0.6490104,-2.1971762,-0.8534433,-2.0052173,-1.1850153,-2.1910048,-0.8755131,-2.316503,-1.3780702
E07000128,-0.20579702,-1.7754705,-2.0101557,-1.7019494,-2.973779,-0.73397005,-3.1275246,-1.6882908,-2.59063,-0.7311352,-3.7667704,-1.586168,-1.0077199,-1.2171648,-2.420828,-1.627552,-2.2939568,-1.3000954
E07000129,-0.23229395,-1.7754705,-2.0491645,-1.8092474,-1.3509878,-1.1487194,-2.7780213,-1.4353195,-2.3401518,-0.6333874,-2.4777248,-0.76211876,-2.1928287,-1.1991048,-2.2565773,-0.84204906,-2.1531327,-1.1843283
E07000130,0.2490468,-1.7754705,-1.8181727,-1.7734718,-1.4673067,-1.5818624,-3.573473,-1.5378748,-1.9951984,-0.658894,-1.8121837,-1.8247998,-1.7180701,-1.2010573,-1.9868249,-0.9171379,-2.021714,-1.2700766
E07000131,-0.35208622,-1.7754705,-2.0794387,-1.7041785,-1.5363212,-0.7347326,-1.924176,-1.4294119,-2.4620123,-0.6217466,-2.5887208,-2.1235511,-2.4277554,-1.1783698,-2.3804462,-0.80782294,-2.3040442,-1.1181015
E07000132,0.010038165,-1.7754705,-2.0059946,-1.6986036,-1.9632752,-1.0331985,-2.5916584,-1.4354553,-2.297086,-0.70194566,-3.3568149,-0.5505796,-1.7064133,-1.2159312,-2.5128052,-1.3695246,-1.9118431,-1.2700766
E07000133,-0.13765492,-1.7754705,-2.2453215,-1.7416605,-1.9690806,-0.7473128,-2.0872407,-1.4696602,-2.3978906,-0.6826187,-3.3551538,-1.5436757,-1.884069,-1.2178315,-2.4101975,-1.2546002,-2.0960152,-0.8515048
E07000134,0.03237734,-1.7754705,-2.0428264,-1.6961378,-1.6202863,-1.1047943,-2.367514,-1.4255147,-1.9288737,-0.6635293,-2.6465595,-0.6687434,-2.0093002,-1.2080264,-2.2511466,-0.9996516,-2.015951,-1.226373
E07000135,1.4564984,-1.7754705,-2.2230697,-2.206421,-0.76749474,-1.0782151,-3.2774484,-1.4528061,-2.6981325,-0.58275676,-0.9918779,-3.0473132,-2.0597217,-1.063584,-1.3367593,-0.16001883,-2.013501,-1.1181015
E07000136,0.33971035,-1.7754705,-2.1734152,-1.6916687,-1.3269091,-1.2676927,-3.4653878,-1.4239142,-2.3412244,-0.6905174,-2.9894276,-0.9566129,-1.1910306,-1.2143314,-1.8950379,-1.192635,-2.2550433,-1.226373
E07000137,0.3364611,-1.7754705,-1.9177343,-1.7761374,-3.417895,-0.48681596,-3.2323666,-2.084961,-2.6864681,-0.73342675,-4.8924212,-2.6700947,-0.34184548,-1.2008699,-2.265736,-1.8375565,-2.3216639,-1.1843283
E07000138,0.9806395,-1.7754705,-2.0543497,-2.2754385,-1.0546083,-1.9795581,-4.482255,-1.9219298,-1.6563703,-0.719035,-2.0944126,-1.3562413,-0.6132774,-1.2069567,-2.127067,-1.7648573,-1.8027419,-1.0930065
E07000139,-0.20197727,-1.7754705,-1.9938432,-1.7235209,-2.0729797,-0.96282595,-2.7807884,-1.4634609,-2.540955,-0.6561378,-3.9595056,-1.1511087,-1.5148544,-1.2081869,-2.5387683,-1.335847,-2.2996445,-1.226373
