code,Actual,Predicted
E08000008,53.42328460482222,45.55426640489941
E08000009,34.54755344337993,42.456773136071014
E08000010,42.29268975421558,42.64871781843296
E08000011,42.42287653617213,53.18699794565424
E08000012,59.63352488344356,45.7069134240745
E08000013,39.31666528227704,41.529715180998004
E08000014,49.925834810607434,45.10008887551464
E08000015,50.615565520923674,45.205634809302815
E08000016,26.73515186376415,30.237181481335394
E08000017,22.123184456058226,32.69396378870877
E08000018,32.025801492779124,32.40501412459725
E08000019,24.792554710328922,24.7511980123666
E08000021,25.09741760781983,30.886919285151524
E08000022,21.162697859200723,36.79442243487595
E08000023,31.130775752437472,44.37337032766037
E08000024,59.77566122324049,44.74561652089396
E08000025,58.240557147561425,49.29676283466807
E08000026,39.56707696200215,33.98530997896115
E08000027,52.550404855781785,40.492407506602085
E08000028,63.32775156035926,55.843027522742915
E08000029,58.2325048296006,37.46929279640351
E08000030,66.20475132934938,41.095350578461925
E08000031,64.93087330126026,49.69859640229905
E08000032,30.012449608726584,41.94712719423329
E08000033,25.537348371994042,31.858225908502774
E08000034,29.559764158558576,32.96260655355128
E08000035,29.250862711328026,24.929121733134807
E08000036,38.47125565584878,33.04113326420189
E08000037,44.54232758407365,32.98267811082267
E09000001,30.861022528546446,9.312958062839254
E09000002,51.19630259363287,62.02214330736341
E09000003,75.0248188163256,60.67663835422702
E09000004,51.95600252933097,50.32154020338043
E09000005,101.88888653034985,80.17502390055394
E09000006,51.15304992537673,48.145665554785836
E09000007,40.366034759229564,41.06756966566375
E09000008,71.11272012619276,58.953337554219345
E09000009,66.11937765867188,74.97406766293639
E09000010,71.60104735255877,60.63343320529647
E09000011,53.48299310277764,54.91665739336922
E09000012,56.55947638019351,55.151599893602466
E09000013,46.45058144245259,44.69209694822969
E09000014,72.21372284075385,58.3253483319588
E09000015,104.31597388119127,67.13853529378571
E09000016,67.42386882012083,45.21998282943245
E09000017,58.656760191612086,54.53368682752355
E09000018,53.770767117334444,69.08677190961743
E09000019,32.99418065138761,28.041578029476767
E09000020,49.95868800799339,45.686273632119395
E09000021,33.23812582039018,48.68318251649879
E09000022,53.368667071532414,48.077366850121784
E09000023,66.7011071075915,49.69994481616311
E09000024,62.45521622092686,53.94198859026383
E09000025,60.60022541018424,79.77488659299149
E09000026,69.7852710486138,68.92375120446512
E09000027,41.41016771117923,44.78845035107961
E09000028,44.85148825392842,54.49207036632429
E09000029,48.46158692312539,56.000660990184016
E09000030,40.0314092595729,30.807300756246438
E09000031,61.375607889292844,75.7278136147246
E09000032,41.555825853790225,31.763455367601107
E09000033,48.599976274027334,39.21124501828295
E10000003,19.12669060818286,21.791163922722518
E10000006,47.998848027647334,22.749839123966325
E10000007,31.518860238148037,26.09332050832134
E10000008,10.095030378563639,14.79697208005555
E10000011,20.09945641737957,25.165052176146165
E10000012,44.85663001808367,32.04615145827225
E10000013,30.608881284631202,21.41396638129653
E10000014,25.388017145229583,25.799258775995206
E10000015,40.01617460502943,40.50203568852729
E10000016,26.49291361982353,31.75186242441661
E10000017,29.18513623965916,32.47507677678431
E10000018,23.36597489219789,24.722882728834964
E10000019,14.975880949628493,14.377167285997853
E10000020,18.61725566228959,14.67472914341539
E10000021,30.267709929136387,26.773882207818666
E10000023,25.078714804855238,18.729045979407356
E10000024,28.01174561471293,27.96842389054347
E10000025,23.277097215856763,25.45156836196342
E10000027,10.13828983058384,19.545879681439168
E10000028,40.020010005002504,30.60125233698426
E10000029,24.561633939712355,18.278604375941057
E10000030,34.274173323658545,34.85218674015124
E10000031,32.70275274123471,26.253002437530217
E10000032,21.181045857542998,30.339415525502375
E10000034,31.38710879409721,23.41610105310158
W06000001,4.283083248861414,26.91890189524476
W06000002,16.056518946692357,24.072164806543007
W06000003,17.917630094792795,23.49604535435836
W06000004,25.079418157498747,21.651085131584477
W06000005,33.952594490711085,30.236032214821652
W06000006,11.032900108122421,33.953413005073756
W06000008,6.878052135635188,14.354661459944396
W06000009,11.921982546217553,17.08229484551898
W06000010,11.124590111828617,27.037962953002133
W06000011,36.03340985372055,30.570818344266755
W06000012,29.306074032725117,39.05526247840286
W06000013,25.841726227311984,35.80074498857266
W06000014,35.18306422032084,33.38725090121512
W06000015,33.796398503146605,30.501217966560077
W06000016,46.836660255985144,40.3761956256309
W06000018,49.70316167333978,38.98798058476034
W06000019,42.941799547679715,45.70640339550925
W06000020,45.763667904769,36.428283229522236
W06000021,40.17337984987842,23.37456834714192
W06000022,50.42799141431121,33.70615783338667
W06000023,19.632272435534414,14.874738473990956
W06000024,31.49554089447336,40.56578512015311
